fecha,muestreo,idplot,zona,x,y,tipoplot,observadores,positiva,heces,huellas,hozadas,suphozadam2,habitat,cobsd,anysign_tot,anysign_yn,hozadas_yn,huellas_yn,heces_yn,id,soiltype_rev
11/2/2020,FEB 20,S07H,SUR,"375901,6875",6471509,SECUNDARIA,AdM-PAF-GR,0,0,0,0,0,SIOSEL_PASTIZAL,1,0,0,0,0,0,S07H,5
11/2/2020,FEB 20,S07I,SUR,"375886,6875",6471524,SECUNDARIA,AdM-PAF-GR,1,0,0,1,"0,449000000953674",BOSQUE_PASTIZAL,5,1,1,1,0,0,S07I,5
10/2/2020,FEB 20,S07J,SUR,"375931,6875",6471524,SECUNDARIA,GN-AF-SS,1,0,0,3,"0,695999979972839",SIOSEL_PASTIZAL,2,3,1,1,0,0,S07J,5
10/2/2020,FEB 20,S07K,SUR,"375916,6875",6471509,SECUNDARIA,GN-AF-SS,0,0,0,0,0,BOSQUE_MATORRAL,2,0,0,0,0,0,S07K,5
11/2/2020,FEB 20,S07L,SUR,"375886,6875",6471509,SECUNDARIA,AdM-PAF-GR,0,0,0,0,0,BOSQUE_PASTIZAL,5,0,0,0,0,0,S07L,5
11/2/2020,FEB 20,S07M,SUR,"375871,6875",6471524,SECUNDARIA,AdM-PAF-GR,0,0,0,0,0,SIOSEL_PASTIZAL,5,0,0,0,0,0,S07M,5
10/2/2020,FEB 20,S07N,SUR,"375946,6875",6471524,SECUNDARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,0,0,0,0,0,0,S07N,5
10/2/2020,FEB 20,S07O,SUR,"375931,6875",6471509,SECUNDARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,1,0,0,0,0,0,S07O,6
10/2/2020,FEB 20,S07P,SUR,"375901,6875",6471569,SECUNDARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,4,0,0,0,0,0,S07P,6
11/2/2020,FEB 20,S07Q,SUR,"375886,6875",6471554,SECUNDARIA,AdM-PAF-GR,1,0,0,1,"0,540000021457672",SIOSEL_PAJONAL,3,1,1,1,0,0,S07Q,5
11/2/2020,FEB 20,S07R,SUR,"375886,6875",6471569,SECUNDARIA,AdM-PAF-GR,0,0,0,0,0,BOSQUE_PAJONAL,5,0,0,0,0,0,S07R,5
11/2/2020,FEB 20,S07S,SUR,"375871,6875",6471554,SECUNDARIA,AdM-PAF-GR,0,0,0,0,0,SIOSEL_PAJONAL,5,0,0,0,0,0,S07S,5
10/8/2022,AGO 22,S08,SUR,"377611,6875",6471269,PRIMARIA,AdM-ER,1,0,2,1,"0,0240000002086163",BOSQUE_SUELODESNUDO,50,3,1,1,1,0,S08,3
12/2/2020,FEB 20,S08,SUR,"377611,6875",6471269,PRIMARIA,AdM-GR,0,0,0,0,0,BOSQUE_SUELODESNUDO,60,0,0,0,0,0,S08,3
11/8/2021,AGO 21,S08,SUR,"377611,6875",6471269,PRIMARIA,AdM-AT,1,1,10,11,"0,222000002861023",BOSQUE_SUELODESNUDO,30,22,1,1,1,1,S08,7
18/2/2022,FEB 22,S08,SUR,"377611,6875",6471269,PRIMARIA,MP-AdM,1,1,0,8,"0,0920000001788139",BOSQUE_SUELODESNUDO,20,9,1,1,0,1,S08,7
4/2/2021,FEB 21,S08,SUR,"377611,6875",6471269,PRIMARIA,AdM - FS - RD,1,0,0,3,"0,243000000715256",BOSQUE_SUELODESNUDO,10,3,1,1,0,0,S08,7
4/2/2021,FEB 21,S09,SUR,"378121,6875",6471044,PRIMARIA,AT - BD - NM,1,0,0,4,"0,0230000000447035",SIOSEL_PASTIZAL,5,4,1,1,0,0,S09,2
11/8/2021,AGO 21,S09,SUR,"378121,6875",6471044,PRIMARIA,GN-CS-NM,1,1,0,0,0,SIOSEL_PASTIZAL,0,1,1,0,0,1,S09,2
18/2/2022,FEB 22,S09,SUR,"378121,6875",6471044,PRIMARIA,NM-NP-GN,1,0,0,1,"0,275000005960465",SIOSEL_PASTIZAL,30,1,1,1,0,0,S09,2
10/8/2022,AGO 22,S09,SUR,"378121,6875",6471044,PRIMARIA,AT-SM,1,0,2,2,"0,0189999993890524",SIOSEL_PASTIZAL,35,4,1,1,1,0,S09,2
12/2/2020,FEB 20,S09,SUR,"378121,6875",6471044,PRIMARIA,AdM-GR,0,0,0,0,0,SIOSEL_PASTIZAL,3,0,0,0,0,0,S09,2
18/2/2022,FEB 22,S10,SUR,"379861,6875",6470909,PRIMARIA,MP-AdM,1,0,0,17,"0,38400000333786",PALMAR_PASTIZAL,10,17,1,1,0,0,S10,2
10/8/2021,AGO 21,S10,SUR,"379861,6875",6470909,PRIMARIA,AdM-GN-JA-PAF,1,2,0,22,"1,05099999904633",PALMAR_PASTIZAL,10,24,1,1,0,1,S10,2
10/8/2022,AGO 22,S10,SUR,"379861,6875",6470909,PRIMARIA,AdM-AT,1,0,2,28,"0,470999985933304",PALMAR_PASTIZAL,20,30,1,1,1,0,S10,2
5/2/2021,FEB 21,S10,SUR,"379861,6875",6470909,PRIMARIA,AT - BD - NM,1,0,4,3,"0,120999999344349",PALMAR_PASTIZAL,50,7,1,1,1,0,S10,4
13/2/2020,FEB 20,S10,SUR,"379861,6875",6470909,PRIMARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,50,0,0,0,0,0,S10,2
12/2/2020,FEB 20,S11,SUR,"375961,6875",6470699,PRIMARIA,AdM-GR,0,0,0,0,0,BOSQUE_PASTIZAL,3,0,0,0,0,0,S11,2
8/8/2022,AGO 22,S11,SUR,"375961,6875",6470699,PRIMARIA,RD-SRV-NM,1,0,35,0,0,BOSQUE_PASTIZAL,20,35,1,0,1,0,S11,3
11/8/2021,AGO 21,S11,SUR,"375961,6875",6470699,PRIMARIA,PAF-JA,1,1,2,12,"3,16499996185303",BOSQUE_PASTIZAL,30,15,1,1,1,1,S11,3
16/2/2022,FEB 22,S11,SUR,"375961,6875",6470699,PRIMARIA,AF-RD,1,2,0,0,0,BOSQUE_PASTIZAL,10,2,1,0,0,1,S11,7
4/2/2021,FEB 21,S11,SUR,"375961,6875",6470699,PRIMARIA,AT - BD - NM,0,0,0,0,0,BOSQUE_PASTIZAL,5,0,0,0,0,0,S11,7
12/2/2020,FEB 20,S12,SUR,"377731,6875",6470684,PRIMARIA,AdM-GR,1,0,1,0,0,SIOSEL_PAJONAL,20,1,1,0,1,0,S12,3
18/2/2022,FEB 22,S12,SUR,"377731,6875",6470684,PRIMARIA,AF-RD-SRV,0,0,0,0,0,SIOSEL_PAJONAL,20,0,0,0,0,0,S12,2
10/8/2022,AGO 22,S12,SUR,"377731,6875",6470684,PRIMARIA,NM-RD,1,0,5,2,"0,933000028133392",SIOSEL_PAJONAL,25,7,1,1,1,0,S12,3
11/8/2021,AGO 21,S12,SUR,"377731,6875",6470684,PRIMARIA,PAF-JA,1,0,1,3,"0,146999999880791",SIOSEL_PAJONAL,10,4,1,1,1,0,S12,3
9/2/2021,FEB 21,S12,SUR,"377731,6875",6470684,PRIMARIA,AdM - AT,1,0,0,3,"0,0689999982714653",SIOSEL_PAJONAL,5,3,1,1,0,0,S12,7
13/2/2020,FEB 20,S12A,SUR,"377731,6875",6470699,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PAJONAL,15,0,0,0,0,0,S12A,1
13/2/2020,FEB 20,S12B,SUR,"377746,6875",6470684,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PAJONAL,20,0,0,0,0,0,S12B,1
13/2/2020,FEB 20,S12C,SUR,"377731,6875",6470669,SECUNDARIA,AdM-GR,1,0,3,0,0,SIOSEL_PAJONAL,20,3,1,0,1,0,S12C,1
13/2/2020,FEB 20,S12D,SUR,"377716,6875",6470684,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PAJONAL,0,0,0,0,0,0,S12D,5
13/2/2020,FEB 20,S12E,SUR,"377746,6875",6470669,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PAJONAL,10,0,0,0,0,0,S12E,1
13/2/2020,FEB 20,S12F,SUR,"377731,6875",6470654,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PAJONAL,10,0,0,0,0,0,S12F,1
13/2/2020,FEB 20,S12G,SUR,"377716,6875",6470669,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PAJONAL,3,0,0,0,0,0,S12G,5
10/8/2022,AGO 22,S13,SUR,"377761,6875",6470639,PRIMARIA,NM-RD,0,0,0,0,0,PALMAR_ARBUSTAL,25,0,0,0,0,0,S13,2
4/2/2021,FEB 21,S13,SUR,"377761,6875",6470639,PRIMARIA,GN - BH - VL,1,2,0,0,0,PALMAR_ARBUSTAL,60,2,1,0,0,1,S13,2
18/2/2022,FEB 22,S13,SUR,"377761,6875",6470639,PRIMARIA,AF-RD-SRV,0,0,0,0,0,PALMAR_ARBUSTAL,60,0,0,0,0,0,S13,2
11/8/2021,AGO 21,S13,SUR,"377761,6875",6470639,PRIMARIA,PAF-JA,1,5,0,2,"0,135000005364418",PALMAR_ARBUSTAL,40,7,1,1,0,1,S13,4
12/2/2020,FEB 20,S13,SUR,"377761,6875",6470639,PRIMARIA,GN-AF-SS,1,5,0,0,0,PALMAR_ARBUSTAL,40,5,1,0,0,1,S13,2
12/2/2020,FEB 20,S13A,SUR,"377761,6875",6470654,SECUNDARIA,AdM-GR,0,0,0,0,0,PALMAR_PASTIZAL,5,0,0,0,0,0,S13A,2
12/2/2020,FEB 20,S13B,SUR,"377776,6875",6470639,SECUNDARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,20,0,0,0,0,0,S13B,6
12/2/2020,FEB 20,S13C,SUR,"377761,6875",6470624,SECUNDARIA,GN-AF-SS,1,1,0,0,0,PALMAR_PASTIZAL,1,1,1,0,0,1,S13C,6
12/2/2020,FEB 20,S13D,SUR,"377746,6875",6470639,SECUNDARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,1,0,0,0,0,0,S13D,6
12/2/2020,FEB 20,S13E,SUR,"377776,6875",6470624,SECUNDARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,0,0,0,0,0,0,S13E,5
12/2/2020,FEB 20,S13F,SUR,"377761,6875",6470609,SECUNDARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,5,0,0,0,0,0,S13F,5
12/2/2020,FEB 20,S13G,SUR,"377746,6875",6470624,SECUNDARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,10,0,0,0,0,0,S13G,6
10/8/2021,AGO 21,S14,SUR,"378496,6875",6470519,PRIMARIA,AdM-AT-JA,1,1,0,0,0,SIOSEL_PASTIZAL,20,1,1,0,0,1,S14,2
15/2/2020,FEB 20,S14,SUR,"378496,6875",6470519,PRIMARIA,AdM-GR,0,0,0,0,0,SIOSEL_PASTIZAL,10,0,0,0,0,0,S14,2
4/2/2021,FEB 21,S14,SUR,"378496,6875",6470519,PRIMARIA,AdM - FS - RD,1,0,2,1,"0,556999981403351",SIOSEL_PASTIZAL,10,3,1,1,1,0,S14,2
18/2/2022,FEB 22,S14,SUR,"378496,6875",6470519,PRIMARIA,AF-RD-SRV,1,0,1,1,0,SIOSEL_PASTIZAL,30,2,1,1,1,0,S14,2
10/8/2022,AGO 22,S14,SUR,"378496,6875",6470519,PRIMARIA,AdM-ER,0,0,0,0,0,SIOSEL_PASTIZAL,50,0,0,0,0,0,S14,2
4/2/2021,FEB 21,S15,SUR,"376381,6875",6470474,PRIMARIA,GN - BH - VL,0,0,0,0,0,PALMAR_PASTIZAL,10,0,0,0,0,0,S15,2
16/2/2022,FEB 22,S15,SUR,"376381,6875",6470474,PRIMARIA,NM-NP-GN,0,0,0,0,0,PALMAR_PASTIZAL,5,0,0,0,0,0,S15,2
8/8/2022,AGO 22,S15,SUR,"376381,6875",6470474,PRIMARIA,RD-SRV-NM,1,0,4,0,0,PALMAR_PASTIZAL,10,4,1,0,1,0,S15,2
11/8/2021,AGO 21,S15,SUR,"376381,6875",6470474,PRIMARIA,GN-CS-NM,1,0,0,1,0,PALMAR_PASTIZAL,5,1,1,1,0,0,S15,2
11/2/2020,FEB 20,S15,SUR,"376381,6875",6470474,PRIMARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,0,0,0,0,0,0,S15,2
4/2/2021,FEB 21,S16,SUR,"375751,6875",6470414,PRIMARIA,AdM - FS - RD,1,0,1,0,0,SIOSEL_PASTIZAL,10,1,1,0,1,0,S16,2
16/2/2022,FEB 22,S16,SUR,"375751,6875",6470414,PRIMARIA,MP-AdM,1,0,0,3,"0,300000011920929",SIOSEL_PASTIZAL,10,3,1,1,0,0,S16,2
8/8/2022,AGO 22,S16,SUR,"375751,6875",6470414,PRIMARIA,AT-ER-SM,1,0,4,4,"0,0370000004768372",SIOSEL_PASTIZAL,5,8,1,1,1,0,S16,3
11/2/2020,FEB 20,S16,SUR,"375751,6875",6470414,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,1,0,0,0,0,0,S16,2
11/8/2021,AGO 21,S16,SUR,"375751,6875",6470414,PRIMARIA,GN-CS-NM,1,1,0,2,"0,5799999833107",SIOSEL_PASTIZAL,10,3,1,1,0,1,S16,7
10/8/2022,AGO 22,S17,SUR,"378976,6875",6470294,PRIMARIA,AT-SM,1,0,7,1,"0,00300000002607703",SIOSEL_PASTIZAL,5,8,1,1,1,0,S17,2
10/8/2021,AGO 21,S17,SUR,"378976,6875",6470294,PRIMARIA,PAF-JA,1,2,0,15,"1,75600004196167",SIOSEL_PASTIZAL,5,17,1,1,0,1,S17,2
22/2/2022,FEB 22,S17,SUR,"378976,6875",6470294,PRIMARIA,MP-NP-SR-RD-AdM,0,0,0,0,0,SIOSEL_PASTIZAL,10,0,0,0,0,0,S17,4
4/2/2021,FEB 21,S17,SUR,"378976,6875",6470294,PRIMARIA,AT - BD - NM,1,0,0,2,"0,0160000007599592",SIOSEL_PASTIZAL,10,2,1,1,0,0,S17,4
13/2/2020,FEB 20,S17,SUR,"378976,6875",6470294,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,30,0,0,0,0,0,S17,4
2/2/2021,FEB 21,S18,SUR,"375106,6875",6470174,PRIMARIA,AT - BD - NM,0,0,0,0,0,SIOSEL_PASTIZAL,5,0,0,0,0,0,S18,2
11/8/2021,AGO 21,S18,SUR,"375106,6875",6470174,PRIMARIA,AdM-AT,1,0,1,0,0,SIOSEL_PASTIZAL,5,1,1,0,1,0,S18,2
15/2/2022,FEB 22,S18,SUR,"375106,6875",6470174,PRIMARIA,GN-NP,1,0,0,1,"0,115000002086163",SIOSEL_PASTIZAL,5,1,1,1,0,0,S18,2
1/8/2022,AGO 22,S18,SUR,"375106,6875",6470174,PRIMARIA,RD-SRV,0,0,0,0,0,SIOSEL_PASTIZAL,5,0,0,0,0,0,S18,2
14/2/2020,FEB 20,S18,SUR,"375106,6875",6470174,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,0,0,0,0,0,0,S18,2
10/8/2021,AGO 21,S19,SUR,"380401,6875",6470129,PRIMARIA,AdM-JA,1,2,0,41,"14,5609998703003",PALMAR_PASTIZAL,10,43,1,1,0,1,S19,2
5/2/2021,FEB 21,S19,SUR,"380401,6875",6470129,PRIMARIA,GN - BH - VL,1,0,0,3,"1,68499994277954",PALMAR_PASTIZAL,20,3,1,1,0,0,S19,2
10/8/2022,AGO 22,S19,SUR,"380401,6875",6470129,PRIMARIA,NM-RD,1,0,0,9,"3,60199999809265",PALMAR_PASTIZAL,10,9,1,1,0,0,S19,2
18/2/2022,FEB 22,S19,SUR,"380401,6875",6470129,PRIMARIA,AF-RD-SRV,0,0,0,0,0,PALMAR_PASTIZAL,20,0,0,0,0,0,S19,2
15/2/2020,FEB 20,S19,SUR,"380401,6875",6470129,PRIMARIA,GN-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,0,0,0,0,0,0,S19,2
1/8/2022,AGO 22,S20,SUR,"375031,6875",6470114,PRIMARIA,RD-SRV,1,0,0,9,"0,0399999991059303",SIOSEL_ARBUSTAL,5,9,1,1,0,0,S20,2
11/8/2021,AGO 21,S20,SUR,"375031,6875",6470114,PRIMARIA,AdM-AT,1,1,0,0,0,SIOSEL_ARBUSTAL,5,1,1,0,0,1,S20,2
15/2/2022,FEB 22,S20,SUR,"375031,6875",6470114,PRIMARIA,RD-AF-NP-GN,0,0,0,0,0,SIOSEL_ARBUSTAL,5,0,0,0,0,0,S20,2
2/2/2021,FEB 21,S20,SUR,"375031,6875",6470114,PRIMARIA,GN - BH - VL,1,2,0,2,"0,41100001335144",SIOSEL_ARBUSTAL,,4,1,1,0,1,S20,2
14/2/2020,FEB 20,S20,SUR,"375031,6875",6470114,PRIMARIA,AdM-GR,0,0,0,0,0,SIOSEL_ARBUSTAL,1,0,0,0,0,0,S20,2
18/2/2022,FEB 22,S21,SUR,"379621,6875",6470099,PRIMARIA,NM-NP-GN,0,0,0,0,0,SIOSEL_PASTIZAL,0,0,0,0,0,0,S21,2
4/2/2021,FEB 21,S21,SUR,"379621,6875",6470099,PRIMARIA,GN - BH - VL,1,0,0,2,"0,310000002384186",SIOSEL_PASTIZAL,1,2,1,1,0,0,S21,2
10/8/2021,AGO 21,S21,SUR,"379621,6875",6470099,PRIMARIA,GN-CS-NM,1,1,1,0,0,SIOSEL_PASTIZAL,0,2,1,0,1,1,S21,2
10/8/2022,AGO 22,S21,SUR,"379621,6875",6470099,PRIMARIA,AT-SM,1,1,1,0,0,SIOSEL_PASTIZAL,5,2,1,0,1,1,S21,4
13/2/2020,FEB 20,S21,SUR,"379621,6875",6470099,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,2,0,0,0,0,0,S21,2
2/2/2021,FEB 21,S22,SUR,"375031,6875",6469979,PRIMARIA,AT - BD - NM,1,0,2,0,0,SIOSEL_PASTIZAL,2,2,1,0,1,0,S22,2
15/2/2022,FEB 22,S22,SUR,"375031,6875",6469979,PRIMARIA,AF-RD,1,0,1,1,"0,119999997317791",SIOSEL_PASTIZAL,50,2,1,1,1,0,S22,2
1/8/2022,AGO 22,S22,SUR,"375031,6875",6469979,PRIMARIA,AdM-GC,1,0,2,2,"0,109999999403954",SIOSEL_PASTIZAL,5,4,1,1,1,0,S22,2
11/8/2021,AGO 21,S22,SUR,"375031,6875",6469979,PRIMARIA,AdM-AT,1,1,3,5,"0,162000000476837",SIOSEL_PASTIZAL,10,9,1,1,1,1,S22,2
16/2/2020,FEB 20,S22,SUR,"375031,6875",6469979,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,0,0,0,0,0,0,S22,2
5/2/2021,FEB 21,S23,SUR,"380956,6875",6469979,PRIMARIA,AdM - FS - RD,0,0,0,0,0,SIOSEL_PASTIZAL,5,0,0,0,0,0,S23,4
10/8/2022,AGO 22,S23,SUR,"380956,6875",6469979,PRIMARIA,AdM-ER,1,0,0,10,"0,30799999833107",SIOSEL_PASTIZAL,0,10,1,1,0,0,S23,4
10/8/2021,AGO 21,S23,SUR,"380956,6875",6469979,PRIMARIA,AdM-JA,1,0,0,24,"0,53600001335144",SIOSEL_PASTIZAL,0,24,1,1,0,0,S23,4
15/2/2020,FEB 20,S23,SUR,"380956,6875",6469979,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PASTIZAL,40,0,0,0,0,0,S23,4
18/2/2022,FEB 22,S23,SUR,"380956,6875",6469979,PRIMARIA,NM-NP-GN,0,0,0,0,0,SIOSEL_PASTIZAL,60,0,0,0,0,0,S23,7
1/8/2022,AGO 22,S24,SUR,"375151,6875",6469859,PRIMARIA,AdM-GC,1,1,2,2,"0,439999997615814",SIOSEL_PASTIZAL,5,5,1,1,1,1,S24,2
11/8/2021,AGO 21,S24,SUR,"375151,6875",6469859,PRIMARIA,AdM-AT,1,1,1,2,"0,257999986410141",SIOSEL_PASTIZAL,10,4,1,1,1,1,S24,2
2/2/2021,FEB 21,S24,SUR,"375151,6875",6469859,PRIMARIA,AdM - FS - RD,1,1,3,1,"0,0359999984502792",SIOSEL_PASTIZAL,5,5,1,1,1,1,S24,2
15/2/2022,FEB 22,S24,SUR,"375151,6875",6469859,PRIMARIA,MP-AdM,1,0,0,1,"4,03000020980835",SIOSEL_PASTIZAL,20,1,1,1,0,0,S24,2
16/2/2020,FEB 20,S24,SUR,"375151,6875",6469859,PRIMARIA,AdM-GR,0,0,0,0,0,SIOSEL_PASTIZAL,10,0,0,0,0,0,S24,2
4/2/2021,FEB 21,S25,SUR,"375856,6875",6469769,PRIMARIA,GN - BH - VL,1,0,0,1,"0,151999995112419",SIOSEL_ARBUSTAL,5,1,1,1,0,0,S25,2
11/8/2021,AGO 21,S25,SUR,"375856,6875",6469769,PRIMARIA,PAF-JA,1,0,0,3,"0,25",SIOSEL_ARBUSTAL,5,3,1,1,0,0,S25,2
8/8/2022,AGO 22,S25,SUR,"375856,6875",6469769,PRIMARIA,AT-ER-SM,1,0,1,11,"0,757000029087067",SIOSEL_ARBUSTAL,5,12,1,1,1,0,S25,2
16/2/2022,FEB 22,S25,SUR,"375856,6875",6469769,PRIMARIA,MP-AdM,1,0,0,2,"0,0839999988675118",SIOSEL_ARBUSTAL,30,2,1,1,0,0,S25,2
12/2/2020,FEB 20,S25,SUR,"375856,6875",6469769,PRIMARIA,AdM-GR,0,0,0,0,0,SIOSEL_ARBUSTAL,3,0,0,0,0,0,S25,2
4/2/2021,FEB 21,S26,SUR,"377491,6875",6469679,PRIMARIA,GN - BH - VL,0,0,0,0,0,PALMAR_PASTIZAL,20,0,0,0,0,0,S26,2
10/8/2022,AGO 22,S26,SUR,"377491,6875",6469679,PRIMARIA,NM-RD,0,0,0,0,0,PALMAR_PASTIZAL,20,0,0,0,0,0,S26,2
18/2/2022,FEB 22,S26,SUR,"377491,6875",6469679,PRIMARIA,MP-AdM,1,0,0,3,"0,028999999165535",PALMAR_PASTIZAL,10,3,1,1,0,0,S26,2
10/8/2021,AGO 21,S26,SUR,"377491,6875",6469679,PRIMARIA,AT-PAF,1,0,0,18,"0,563000023365021",PALMAR_PASTIZAL,5,18,1,1,0,0,S26,2
13/2/2020,FEB 20,S26,SUR,"377491,6875",6469679,PRIMARIA,GN-AF-SS-RG,0,0,0,0,0,PALMAR_PASTIZAL,1,0,0,0,0,0,S26,2
11/2/2020,FEB 20,S27,SUR,"376441,6875",6469529,PRIMARIA,GN-AF-SS,0,0,0,0,0,SIOSEL_PAJONAL,1,0,0,0,0,0,S27,3
8/8/2022,AGO 22,S27,SUR,"376441,6875",6469529,PRIMARIA,AdM-GC,1,0,4,1,"0,061999998986721",SIOSEL_PAJONAL,20,5,1,1,1,0,S27,2
4/2/2021,FEB 21,S27,SUR,"376441,6875",6469529,PRIMARIA,AT - BD - NM,0,0,0,0,0,SIOSEL_PAJONAL,10,0,0,0,0,0,S27,3
11/8/2021,AGO 21,S27,SUR,"376441,6875",6469529,PRIMARIA,NM-CS-PAF,0,0,0,0,0,SIOSEL_PAJONAL,5,0,0,0,0,0,S27,7
16/2/2022,FEB 22,S27,SUR,"376441,6875",6469529,PRIMARIA,NM-NP-GN,0,0,0,0,0,SIOSEL_PAJONAL,10,0,0,0,0,0,S27,7
12/2/2020,FEB 20,S28,SUR,"376036,6875",6469499,PRIMARIA,AdM-GR,1,0,2,0,0,BOSQUE_PASTIZAL,30,2,1,0,1,0,S28,2
8/8/2022,AGO 22,S28,SUR,"376036,6875",6469499,PRIMARIA,AdM-GC,0,0,0,0,0,BOSQUE_PASTIZAL,20,0,0,0,0,0,S28,2
4/2/2021,FEB 21,S28,SUR,"376036,6875",6469499,PRIMARIA,AdM - FS - RD,1,0,39,0,0,BOSQUE_PASTIZAL,25,39,1,0,1,0,S28,7
16/2/2022,FEB 22,S28,SUR,"376036,6875",6469499,PRIMARIA,MP-AdM,1,0,13,2,,BOSQUE_PASTIZAL,40,15,1,1,1,0,S28,7
11/8/2021,AGO 21,S28,SUR,"376036,6875",6469499,PRIMARIA,GN-CS-NM,0,0,0,0,0,BOSQUE_PASTIZAL,5,0,0,0,0,0,S28,7
12/2/2020,FEB 20,S28A,SUR,"376036,6875",6469514,SECUNDARIA,AdM-GR,0,0,0,0,0,SIOSEL_PASTIZAL,3,0,0,0,0,0,S28A,2
12/2/2020,FEB 20,S28B,SUR,"376051,6875",6469499,SECUNDARIA,AdM-GR,0,0,0,0,0,BOSQUE_PASTIZAL,30,0,0,0,0,0,S28B,2
12/2/2020,FEB 20,S28C,SUR,"376036,6875",6469484,SECUNDARIA,AdM-GR,0,0,0,0,0,BOSQUE_PASTIZAL,0,0,0,0,0,0,S28C,2
12/2/2020,FEB 20,S28D,SUR,"376021,6875",6469499,SECUNDARIA,AdM-GR,0,0,0,0,0,PALMAR_PASTIZAL,30,0,0,0,0,0,S28D,2
19/2/2022,FEB 22,S29,SUR,"382696,6875",6469469,PRIMARIA,NM-NP-GN,0,0,0,0,0,PALMAR_PASTIZAL,50,0,0,0,0,0,S29,4
7/8/2021,AGO 21,S29,SUR,"382696,6875",6469469,PRIMARIA,AT-PAF-BD,1,0,0,13,"0,398000001907349",PALMAR_PASTIZAL,35,13,1,1,0,0,S29,4
11/8/2022,AGO 22,S29,SUR,"382696,6875",6469469,PRIMARIA,AdM-AT,1,0,0,6,"0,0989999994635582",PALMAR_PASTIZAL,40,6,1,1,0,0,S29,4
5/2/2021,FEB 21,S29,SUR,"382696,6875",6469469,PRIMARIA,AdM - FS - RD,1,0,4,0,0,PALMAR_PASTIZAL,5,4,1,0,1,0,S29,4
18/2/2020,FEB 20,S29,SUR,"382696,6875",6469469,PRIMARIA,AdM-GR-AF-SS,0,0,0,0,0,PALMAR_PASTIZAL,10,0,0,0,0,0,S29,4
10/8/2022,AGO 22,S30,SUR,"377431,6875",6469394,PRIMARIA,NM-RD,0,0,0,0,0,PALMAR_PASTIZAL,5,0,0,0,0,0,S30,2
18/2/2022,FEB 22,S30,SUR,"377431,6875",6469394,PRIMARIA,MP-AdM,1,0,0,6,"0,666999995708466",PALMAR_PASTIZAL,5,6,1,1,0,0,S30,2
13/2/2020,FEB 20,S30,SUR,"377431,6875",6469394,PRIMARIA,GN-AF-SS-RG,0,0,0,0,0,PALMAR_PASTIZAL,30,0,0,0,0,0,S30,2
4/2/2021,FEB 21,S30,SUR,"377431,6875",6469394,PRIMARIA,AT - BD - NM,1,0,0,26,"1,76499998569489",PALMAR_PASTIZAL,10,26,1,1,0,0,S30,7
10/8/2021,AGO 21,S30,SUR,"377431,6875",6469394,PRIMARIA,GN-CS-NM,1,2,0,0,0,PALMAR_PASTIZAL,5,2,1,0,0,1,S30,7
18/2/2022,FEB 22,S31,SUR,"378136,6875",6469289,PRIMARIA,NM-NP-GN,0,0,0,0,0,SIOSEL_ARBUSTAL,15,0,0,0,0,0,S31,2
10/8/2021,AGO 21,S31,SUR,"378136,6875",6469289,PRIMARIA,AdM-JA,1,0,0,2,"0,0509999990463257",SIOSEL_ARBUSTAL,20,2,1,1,0,0,S31,3
13/2/2020,FEB 20,S31,SUR,"378136,6875",6469289,PRIMARIA,AdM-GR,0,0,0,0,0,SIOSEL_ARBUSTAL,10,0,0,0,0,0,S31,3
4/2/2021,FEB 21,S31,SUR,"378136,6875",6469289,PRIMARIA,AdM - FS - RD,0,0,0,0,0,SIOSEL_ARBUSTAL,20,0,0,0,0,0,S31,7
10/8/2022,AGO 22,S31,SUR,"378136,6875",6469289,PRIMARIA,NM-RD,1,0,2,0,0,SIOSEL_ARBUSTAL,10,2,1,0,1,0,S31,7
